Repository,Type,YAML File Name,YAML File Path,YAML File Link,Status,Line Number,Level,Rule,Description
gp_btp_repo,private,databricks.yml,vernova-gp-dbr/gp_btp_repo/databricks.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/databricks.yml,Non-Compliant,157:56,error,new-line-at-end-of-file,157:56: no new line character at the end of file (new-line-at-end-of-file)
gp_btp_repo,private,jb_btp_account_type_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_account_type_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_account_type_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (92 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_accounting_group_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_accounting_group_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_accounting_group_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (96 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_adhoc_log_etlconfig.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_adhoc_log_etlconfig.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_adhoc_log_etlconfig.yml,Non-Compliant,10:81,error,line-length,10:81: line too long (81 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_adhoc_master_name_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_adhoc_master_name_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_adhoc_master_name_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (97 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_apex_ous_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_apex_ous_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_apex_ous_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (88 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_bp_to_btp_unknown.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_bp_to_btp_unknown.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_bp_to_btp_unknown.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (84 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_buyer_desk_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_buyer_desk_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_buyer_desk_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (90 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_comm_auto_part_supplier_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_comm_auto_part_supplier_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_comm_auto_part_supplier_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (103 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_commodity_exception_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_commodity_exception_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_commodity_exception_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (99 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_commodity_mli_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_commodity_mli_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_commodity_mli_ref.yml,Non-Compliant,37:45,error,new-line-at-end-of-file,37:45: no new line character at the end of file (new-line-at-end-of-file)
gp_btp_repo,private,jb_btp_commodity_ownership_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_commodity_ownership_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_commodity_ownership_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (99 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_commodity_part_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_commodity_part_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_commodity_part_ref.yml,Non-Compliant,38:1,error,empty-lines,38:1: too many blank lines (1 > 0) (empty-lines)
gp_btp_repo,private,jb_btp_commodity_supplier_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_commodity_supplier_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_commodity_supplier_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (98 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_commodity_tiers_type_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_commodity_tiers_type_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_commodity_tiers_type_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (100 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_drm_tier_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_drm_tier_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_drm_tier_ref.yml,Non-Compliant,37:45,error,new-line-at-end-of-file,37:45: no new line character at the end of file (new-line-at-end-of-file)
gp_btp_repo,private,jb_btp_eap_interface_psot_alpha.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_eap_interface_psot_alpha.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_eap_interface_psot_alpha.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (94 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_eap_interface_psot_charlie.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_eap_interface_psot_charlie.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_eap_interface_psot_charlie.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (94 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_eap_interface_psot_foxtrot.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_eap_interface_psot_foxtrot.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_eap_interface_psot_foxtrot.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (94 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_eap_interface_psot_uniform.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_eap_interface_psot_uniform.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_eap_interface_psot_uniform.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (94 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_eap_interface_psot_zeal.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_eap_interface_psot_zeal.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_eap_interface_psot_zeal.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (94 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_fx_currency_conv_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_fx_currency_conv_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_fx_currency_conv_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (96 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_gsa_carrier_type_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_gsa_carrier_type_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_gsa_carrier_type_ref.yml,Non-Compliant,13:81,error,line-length,13:81: line too long (97 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_alpha.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_alpha.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_alpha.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (102 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_bravo.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_bravo.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_bravo.yml,Non-Compliant,37:45,error,new-line-at-end-of-file,37:45: no new line character at the end of file (new-line-at-end-of-file)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_charlie.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_charlie.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_charlie.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (102 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_controls_sap.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_controls_sap.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_controls_sap.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (97 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_foxtrot.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_foxtrot.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_foxtrot.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (102 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_powermax.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_powermax.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_powermax.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (98 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_sap_repairs.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_sap_repairs.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_sap_repairs.yml,Non-Compliant,37:45,error,new-line-at-end-of-file,37:45: no new line character at the end of file (new-line-at-end-of-file)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_sierra.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_sierra.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_sierra.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (102 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_ssp5r12.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_ssp5r12.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_ssp5r12.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (106 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_uniform.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_uniform.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_uniform.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (103 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_hr_operating_units_ref_zeal.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_zeal.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_hr_operating_units_ref_zeal.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (102 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_idm_employee_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_idm_employee_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_idm_employee_ref.yml,Non-Compliant,37:45,error,new-line-at-end-of-file,37:45: no new line character at the end of file (new-line-at-end-of-file)
gp_btp_repo,private,jb_btp_indirect_commodity_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_indirect_commodity_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_indirect_commodity_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (94 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_legal_limits_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_legal_limits_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_legal_limits_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (92 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_log_master_workflow.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_log_master_workflow.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_log_master_workflow.yml,Non-Compliant,51:1,error,empty-lines,51:1: too many blank lines (1 > 0) (empty-lines)
gp_btp_repo,private,jb_btp_mat_approved_supplier_list_psot.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_mat_approved_supplier_list_psot.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_mat_approved_supplier_list_psot.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (107 > 80 characters) (line-length)
gp_btp_repo,private,jb_btp_part_number_exclusion_flag_ref.yml,vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_part_number_exclusion_flag_ref.yml,https://github.build.ge.com/vernova-gp-dbr/gp_btp_repo/silver/src/workflows/jb_btp_part_number_exclusion_flag_ref.yml,Non-Compliant,8:81,error,line-length,8:81: line too long (101 > 80 characters) (line-length)
